Chromosome	Start	Final	Density
chr24	334001	335001	0
chr24	337001	338001	0
chr24	339001	340001	0
chr24	341001	342001	0
chr24	342001	343001	0
chr24	343001	344001	0
chr24	348001	349001	0
chr24	358001	359001	0
chr24	362001	363001	0
chr24	363001	364001	0
chr24	366001	367001	0
chr24	375001	376001	0
chr24	400001	401001	0
chr24	412001	413001	0
chr24	424001	425001	0
chr24	435001	436001	0
chr24	440001	441001	0
chr24	442001	443001	0
chr24	443001	444001	0
chr24	461001	462001	0
chr24	462001	463001	0
chr24	472001	473001	0
chr24	475001	476001	0
chr24	479001	480001	0
chr24	483001	484001	0
chr24	484001	485001	0
chr24	494001	495001	0
chr24	508001	509001	0
chr24	525001	526001	0
chr24	532001	533001	0
chr24	554001	555001	0
chr24	574001	575001	0
chr24	575001	576001	0
chr24	596001	597001	0
chr24	606001	607001	0
chr24	631001	632001	0
chr24	633001	634001	0
chr24	642001	643001	0
chr24	650001	651001	0
chr24	652001	653001	0
chr24	653001	654001	0
chr24	667001	668001	0
chr24	668001	669001	0
chr24	675001	676001	0
chr24	679001	680001	0
chr24	680001	681001	0
chr24	684001	685001	0
chr24	689001	690001	0
chr24	690001	691001	0
chr24	714001	715001	0
chr24	715001	716001	0
chr24	717001	718001	0
chr24	720001	721001	0
chr24	723001	724001	0
chr24	728001	729001	0
chr24	729001	730001	0
chr24	745001	746001	0
chr24	748001	749001	0
chr24	749001	750001	0
chr24	760001	761001	0
chr24	767001	768001	0
chr24	768001	769001	0
chr24	776001	777001	0
chr24	792001	793001	0
chr24	793001	794001	0
chr24	794001	795001	0
chr24	797001	798001	0
chr24	798001	799001	0
chr24	824001	825001	0
chr24	826001	827001	0
chr24	838001	839001	0
chr25	13001	14001	0
chr25	14001	15001	0
chr25	15001	16001	0
chr25	18001	19001	0
chr25	21001	22001	0
chr25	26001	27001	0
chr25	31001	32001	0
chr25	34001	35001	0
chr25	37001	38001	0
chr25	40001	41001	0
chr25	41001	42001	0
chr25	43001	44001	0
chr25	48001	49001	0
chr25	52001	53001	0
chr25	53001	54001	0
chr25	54001	55001	0
chr25	59001	60001	0
chr25	61001	62001	0
chr25	62001	63001	0
chr25	66001	67001	0
chr25	71001	72001	0
chr25	77001	78001	0
chr25	79001	80001	0
chr25	81001	82001	0
chr25	84001	85001	0
chr25	95001	96001	0
chr25	97001	98001	0
chr25	101001	102001	0
chr25	105001	106001	0
chr25	109001	110001	0
chr25	114001	115001	0
chr25	118001	119001	0
chr25	124001	125001	0
chr25	125001	126001	0
chr25	127001	128001	0
chr25	134001	135001	0
chr25	159001	160001	0
chr25	162001	163001	0
chr25	181001	182001	0
chr25	191001	192001	0
chr25	195001	196001	0
chr25	207001	208001	0
chr25	208001	209001	0
chr25	212001	213001	0
chr25	213001	214001	0
chr25	222001	223001	0
chr25	226001	227001	0
chr25	233001	234001	0
chr25	241001	242001	0
chr25	245001	246001	0
chr25	251001	252001	0
chr25	252001	253001	0
chr25	260001	261001	0
chr25	280001	281001	0
chr25	293001	294001	0
chr25	295001	296001	0
chr25	301001	302001	0
chr25	303001	304001	0
chr25	307001	308001	0
chr25	312001	313001	0
chr25	314001	315001	0
chr25	320001	321001	0
chr25	321001	322001	0
chr25	326001	327001	0
chr25	329001	330001	0
chr25	333001	334001	0
chr25	334001	335001	0
chr25	339001	340001	0
chr25	344001	345001	0
chr25	347001	348001	0
chr25	352001	353001	0
chr25	357001	358001	0
chr25	361001	362001	0
chr25	366001	367001	0
chr25	373001	374001	0
chr25	397001	398001	0
chr25	404001	405001	0
chr25	415001	416001	0
chr25	418001	419001	0
chr25	422001	423001	0
chr25	424001	425001	0
chr25	425001	426001	0
chr25	427001	428001	0
chr25	428001	429001	0
chr25	432001	433001	0
chr25	441001	442001	0
chr25	451001	452001	0
chr25	455001	456001	0
chr25	461001	462001	0
chr25	462001	463001	0
chr25	471001	472001	0
chr25	473001	474001	0
chr25	475001	476001	0
chr25	476001	477001	0
chr25	482001	483001	0
chr25	483001	484001	0
chr25	484001	485001	0
chr25	485001	486001	0
chr25	487001	488001	0
chr25	509001	510001	0
chr25	517001	518001	0
chr25	518001	519001	0
chr25	520001	521001	0
chr25	522001	523001	0
chr25	524001	525001	0
chr25	525001	526001	0
chr25	526001	527001	0
chr25	527001	528001	0
chr25	528001	529001	0
chr25	529001	530001	0
chr25	530001	531001	0
chr25	531001	532001	0
chr25	533001	534001	0
chr25	543001	544001	0
chr25	545001	546001	0
chr25	546001	547001	0
chr25	551001	552001	0
chr25	552001	553001	0
chr25	555001	556001	0
chr25	566001	567001	0
chr25	568001	569001	0
chr25	570001	571001	0
chr25	579001	580001	0
chr25	583001	584001	0
chr25	584001	585001	0
chr25	585001	586001	0
chr25	586001	587001	0
chr25	587001	588001	0
chr25	598001	599001	0
chr25	601001	602001	0
chr25	603001	604001	0
chr25	608001	609001	0
chr25	616001	617001	0
chr25	623001	624001	0
chr25	628001	629001	0
chr25	630001	631001	0
chr25	631001	632001	0
chr25	632001	633001	0
chr25	639001	640001	0
chr25	649001	650001	0
chr25	653001	654001	0
chr25	654001	655001	0
chr25	656001	657001	0
chr25	657001	658001	0
chr25	663001	664001	0
chr25	664001	665001	0
chr25	667001	668001	0
chr25	671001	672001	0
chr25	675001	676001	0
chr25	683001	684001	0
chr25	695001	696001	0
chr25	696001	697001	0
chr25	705001	706001	0
chr25	706001	707001	0
chr25	713001	714001	0
chr25	719001	720001	0
chr25	723001	724001	0
chr25	724001	725001	0
chr25	727001	728001	0
chr25	729001	730001	0
chr25	730001	731001	0
chr25	733001	734001	0
chr25	737001	738001	0
chr25	740001	741001	0
chr25	741001	742001	0
chr25	742001	743001	0
chr25	744001	745001	0
chr25	752001	753001	0
chr25	754001	755001	0
chr25	756001	757001	0
chr25	758001	759001	0
chr25	763001	764001	0
chr25	798001	799001	0
chr25	803001	804001	0
chr25	805001	806001	0
chr25	806001	807001	0
chr25	807001	808001	0
chr25	808001	809001	0
chr25	809001	810001	0
chr25	811001	812001	0
chr25	813001	814001	0
chr25	816001	817001	0
chr25	817001	818001	0
chr25	821001	822001	0
chr25	822001	823001	0
chr25	826001	827001	0
chr25	827001	828001	0
chr25	829001	830001	0
chr25	837001	838001	0
chr25	838001	839001	0
chr25	841001	842001	0
chr25	844001	845001	0
chr25	845001	846001	0
chr25	847001	848001	0
chr25	854001	855001	0
chr25	866001	867001	0
chr25	869001	870001	0
chr25	870001	871001	0
chr25	873001	874001	0
chr26	4001	5001	0
chr26	8001	9001	0
chr26	9001	10001	0
chr26	12001	13001	0
chr26	15001	16001	0
chr26	17001	18001	0
chr26	22001	23001	0
chr26	23001	24001	0
chr26	27001	28001	0
chr26	28001	29001	0
chr26	29001	30001	0
chr26	33001	34001	0
chr26	39001	40001	0
chr26	41001	42001	0
chr26	49001	50001	0
chr26	55001	56001	0
chr26	61001	62001	0
chr26	62001	63001	0
chr26	63001	64001	0
chr26	72001	73001	0
chr26	108001	109001	0
chr26	112001	113001	0
chr26	114001	115001	0
chr26	115001	116001	0
chr26	116001	117001	0
chr26	127001	128001	0
chr26	130001	131001	0
chr26	131001	132001	0
chr26	141001	142001	0
chr26	147001	148001	0
chr26	148001	149001	0
chr26	153001	154001	0
chr26	154001	155001	0
chr26	155001	156001	0
chr26	156001	157001	0
chr26	158001	159001	0
chr26	163001	164001	0
chr26	165001	166001	0
chr26	171001	172001	0
chr26	179001	180001	0
chr26	185001	186001	0
chr26	193001	194001	0
chr26	204001	205001	0
chr26	205001	206001	0
chr26	206001	207001	0
chr26	209001	210001	0
chr26	224001	225001	0
chr26	227001	228001	0
chr26	233001	234001	0
chr26	236001	237001	0
chr26	247001	248001	0
chr26	248001	249001	0
chr26	249001	250001	0
chr26	251001	252001	0
chr26	255001	256001	0
chr26	289001	290001	0
chr26	294001	295001	0
chr26	296001	297001	0
chr26	297001	298001	0
chr26	298001	299001	0
chr26	301001	302001	0
chr26	302001	303001	0
chr26	308001	309001	0
chr26	316001	317001	0
chr26	320001	321001	0
chr26	322001	323001	0
chr26	323001	324001	0
chr26	324001	325001	0
chr26	344001	345001	0
chr26	350001	351001	0
chr26	360001	361001	0
chr26	363001	364001	0
chr26	375001	376001	0
chr26	376001	377001	0
chr26	390001	391001	0
chr26	401001	402001	0
chr26	409001	410001	0
chr26	416001	417001	0
chr26	420001	421001	0
chr26	422001	423001	0
chr26	442001	443001	0
chr26	443001	444001	0
chr26	444001	445001	0
chr26	448001	449001	0
chr26	458001	459001	0
chr26	466001	467001	0
chr26	467001	468001	0
chr26	475001	476001	0
chr26	477001	478001	0
chr26	497001	498001	0
chr26	500001	501001	0
chr26	501001	502001	0
chr26	502001	503001	0
chr26	504001	505001	0
chr26	505001	506001	0
chr26	506001	507001	0
chr26	510001	511001	0
chr26	524001	525001	0
chr26	532001	533001	0
chr26	534001	535001	0
chr26	541001	542001	0
chr26	543001	544001	0
chr26	550001	551001	0
chr26	556001	557001	0
chr26	568001	569001	0
chr26	574001	575001	0
chr26	575001	576001	0
chr26	585001	586001	0
chr26	600001	601001	0
chr26	601001	602001	0
chr26	603001	604001	0
chr26	604001	605001	0
chr26	605001	606001	0
chr26	606001	607001	0
chr26	607001	608001	0
chr26	613001	614001	0
chr26	614001	615001	0
chr26	615001	616001	0
chr26	616001	617001	0
chr26	622001	623001	0
chr26	626001	627001	0
chr26	639001	640001	0
chr26	643001	644001	0
chr26	644001	645001	0
chr26	645001	646001	0
chr26	647001	648001	0
chr26	653001	654001	0
chr26	697001	698001	0
chr26	705001	706001	0
chr26	706001	707001	0
chr26	730001	731001	0
chr26	737001	738001	0
chr26	739001	740001	0
chr26	747001	748001	0
chr26	752001	753001	0
chr26	756001	757001	0
chr26	776001	777001	0
chr26	777001	778001	0
chr26	779001	780001	0
chr26	784001	785001	0
chr26	786001	787001	0
chr26	787001	788001	0
chr26	788001	789001	0
chr26	791001	792001	0
chr26	792001	793001	0
chr26	798001	799001	0
chr26	799001	800001	0
chr26	801001	802001	0
chr26	805001	806001	0
chr26	809001	810001	0
chr26	816001	817001	0
chr26	817001	818001	0
chr26	818001	819001	0
chr26	819001	820001	0
chr26	820001	821001	0
chr26	821001	822001	0
chr26	822001	823001	0
chr26	823001	824001	0
chr26	828001	829001	0
chr26	831001	832001	0
chr26	840001	841001	0
chr26	841001	842001	0
chr26	842001	843001	0
chr26	847001	848001	0
chr26	851001	852001	0
chr26	855001	856001	0
chr26	857001	858001	0
chr26	862001	863001	0
chr26	863001	864001	0
chr26	865001	866001	0
chr26	870001	871001	0
chr26	871001	872001	0
chr26	872001	873001	0
chr26	874001	875001	0
chr26	879001	880001	0
chr26	883001	884001	0
chr26	889001	890001	0
chr26	891001	892001	0
chr26	895001	896001	0
chr26	897001	898001	0
chr26	903001	904001	0
chr26	907001	908001	0
chr26	908001	909001	0
chr26	911001	912001	0
chr26	912001	913001	0
chr26	913001	914001	0
chr26	915001	916001	0
chr26	923001	924001	0
chr26	929001	930001	0
chr26	932001	933001	0
chr26	936001	937001	0
chr26	937001	938001	0
chr26	940001	941001	0
chr26	942001	943001	0
chr26	943001	944001	0
chr26	944001	945001	0
chr26	945001	946001	0
chr26	954001	955001	0
chr26	960001	961001	0
chr26	965001	966001	0
chr26	970001	971001	0
chr26	973001	974001	0
chr26	975001	976001	0
chr26	979001	980001	0
chr26	980001	981001	0
chr26	982001	983001	0
chr26	983001	984001	0
chr26	986001	987001	0
chr26	989001	990001	0
chr26	990001	991001	0
chr26	992001	993001	0
chr26	996001	997001	0
chr26	997001	998001	0
chr26	999001	1000001	0
chr26	1001001	1002001	0
chr26	1006001	1007001	0
chr26	1010001	1011001	0
chr26	1015001	1016001	0
chr26	1018001	1019001	0
chr26	1027001	1028001	0
chr27	3001	4001	0
chr27	4001	5001	0
chr27	5001	6001	0
chr27	6001	7001	0
chr27	7001	8001	0
chr27	8001	9001	0
chr27	10001	11001	0
chr27	11001	12001	0
chr27	13001	14001	0
chr27	16001	17001	0
chr27	17001	18001	0
chr27	19001	20001	0
chr27	20001	21001	0
chr27	23001	24001	0
chr27	35001	36001	0
chr27	36001	37001	0
chr27	37001	38001	0
chr27	40001	41001	0
chr27	43001	44001	0
chr27	44001	45001	0
chr27	47001	48001	0
chr27	50001	51001	0
chr27	51001	52001	0
chr27	55001	56001	0
chr27	56001	57001	0
chr27	57001	58001	0
chr27	59001	60001	0
chr27	61001	62001	0
chr27	62001	63001	0
chr27	63001	64001	0
chr27	65001	66001	0
chr27	66001	67001	0
chr27	69001	70001	0
chr27	74001	75001	0
chr27	75001	76001	0
chr27	78001	79001	0
chr27	79001	80001	0
chr27	80001	81001	0
chr27	81001	82001	0
chr27	83001	84001	0
chr27	85001	86001	0
chr27	86001	87001	0
chr27	87001	88001	0
chr27	89001	90001	0
chr27	94001	95001	0
chr27	95001	96001	0
chr27	96001	97001	0
chr27	103001	104001	0
chr27	105001	106001	0
chr27	107001	108001	0
chr27	109001	110001	0
chr27	110001	111001	0
chr27	112001	113001	0
chr27	113001	114001	0
chr27	114001	115001	0
chr27	119001	120001	0
chr27	122001	123001	0
chr27	123001	124001	0
chr27	126001	127001	0
chr27	128001	129001	0
chr27	132001	133001	0
chr27	133001	134001	0
chr27	137001	138001	0
chr27	142001	143001	0
chr27	144001	145001	0
chr27	145001	146001	0
chr27	147001	148001	0
chr27	149001	150001	0
chr27	150001	151001	0
chr27	151001	152001	0
chr27	162001	163001	0
chr27	164001	165001	0
chr27	166001	167001	0
chr27	169001	170001	0
chr27	170001	171001	0
chr27	172001	173001	0
chr27	173001	174001	0
chr27	174001	175001	0
chr27	175001	176001	0
chr27	176001	177001	0
chr27	178001	179001	0
chr27	179001	180001	0
chr27	180001	181001	0
chr27	193001	194001	0
chr27	199001	200001	0
chr27	200001	201001	0
chr27	201001	202001	0
chr27	202001	203001	0
chr27	203001	204001	0
chr27	206001	207001	0
chr27	207001	208001	0
chr27	208001	209001	0
chr27	209001	210001	0
chr27	212001	213001	0
chr27	223001	224001	0
chr27	226001	227001	0
chr27	227001	228001	0
chr27	228001	229001	0
chr27	231001	232001	0
chr27	232001	233001	0
chr27	237001	238001	0
chr27	241001	242001	0
chr27	261001	262001	0
chr27	263001	264001	0
chr27	269001	270001	0
chr27	270001	271001	0
chr27	278001	279001	0
chr27	279001	280001	0
chr27	283001	284001	0
chr27	285001	286001	0
chr27	295001	296001	0
chr27	297001	298001	0
chr27	306001	307001	0
chr27	307001	308001	0
chr27	313001	314001	0
chr27	315001	316001	0
chr27	321001	322001	0
chr27	323001	324001	0
chr27	325001	326001	0
chr27	328001	329001	0
chr27	330001	331001	0
chr27	331001	332001	0
chr27	339001	340001	0
chr27	340001	341001	0
chr27	345001	346001	0
chr27	346001	347001	0
chr27	351001	352001	0
chr27	352001	353001	0
chr27	353001	354001	0
chr27	361001	362001	0
chr27	368001	369001	0
chr27	373001	374001	0
chr27	385001	386001	0
chr27	394001	395001	0
chr27	395001	396001	0
chr27	396001	397001	0
chr27	397001	398001	0
chr27	406001	407001	0
chr27	412001	413001	0
chr27	413001	414001	0
chr27	416001	417001	0
chr27	417001	418001	0
chr27	422001	423001	0
chr27	429001	430001	0
chr27	430001	431001	0
chr27	433001	434001	0
chr27	436001	437001	0
chr27	437001	438001	0
chr27	442001	443001	0
chr27	443001	444001	0
chr27	444001	445001	0
chr27	449001	450001	0
chr27	456001	457001	0
chr27	459001	460001	0
chr27	460001	461001	0
chr27	465001	466001	0
chr27	466001	467001	0
chr27	468001	469001	0
chr27	471001	472001	0
chr27	472001	473001	0
chr27	491001	492001	0
chr27	492001	493001	0
chr27	496001	497001	0
chr27	499001	500001	0
chr27	507001	508001	0
chr27	511001	512001	0
chr27	512001	513001	0
chr27	517001	518001	0
chr27	518001	519001	0
chr27	526001	527001	0
chr27	527001	528001	0
chr27	531001	532001	0
chr27	532001	533001	0
chr27	533001	534001	0
chr27	534001	535001	0
chr27	536001	537001	0
chr27	537001	538001	0
chr27	541001	542001	0
chr27	550001	551001	0
chr27	555001	556001	0
chr27	557001	558001	0
chr27	569001	570001	0
chr27	570001	571001	0
chr27	574001	575001	0
chr27	588001	589001	0
chr27	590001	591001	0
chr27	592001	593001	0
chr27	594001	595001	0
chr27	595001	596001	0
chr27	599001	600001	0
chr27	601001	602001	0
chr27	607001	608001	0
chr27	609001	610001	0
chr27	612001	613001	0
chr27	613001	614001	0
chr27	614001	615001	0
chr27	636001	637001	0
chr27	638001	639001	0
chr27	640001	641001	0
chr27	644001	645001	0
chr27	645001	646001	0
chr27	650001	651001	0
chr27	652001	653001	0
chr27	653001	654001	0
chr27	660001	661001	0
chr27	663001	664001	0
chr27	669001	670001	0
chr27	678001	679001	0
chr27	684001	685001	0
chr27	686001	687001	0
chr27	700001	701001	0
chr27	701001	702001	0
chr27	702001	703001	0
chr27	703001	704001	0
chr27	704001	705001	0
chr27	707001	708001	0
chr27	712001	713001	0
chr27	713001	714001	0
chr27	717001	718001	0
chr27	733001	734001	0
chr27	738001	739001	0
chr27	741001	742001	0
chr27	742001	743001	0
chr27	753001	754001	0
chr27	762001	763001	0
chr27	768001	769001	0
chr27	771001	772001	0
chr27	775001	776001	0
chr27	809001	810001	0
chr27	814001	815001	0
chr27	815001	816001	0
chr27	817001	818001	0
chr27	820001	821001	0
chr27	821001	822001	0
chr27	831001	832001	0
chr27	832001	833001	0
chr27	846001	847001	0
chr27	850001	851001	0
chr27	851001	852001	0
chr27	852001	853001	0
chr27	863001	864001	0
chr27	872001	873001	0
chr27	879001	880001	0
chr27	886001	887001	0
chr27	888001	889001	0
chr27	890001	891001	0
chr27	894001	895001	0
chr27	896001	897001	0
chr27	898001	899001	0
chr27	899001	900001	0
chr27	900001	901001	0
chr27	903001	904001	0
chr27	908001	909001	0
chr27	909001	910001	0
chr27	913001	914001	0
chr27	915001	916001	0
chr27	920001	921001	0
chr27	924001	925001	0
chr27	930001	931001	0
chr27	931001	932001	0
chr27	936001	937001	0
chr27	937001	938001	0
chr27	939001	940001	0
chr27	950001	951001	0
chr27	954001	955001	0
chr27	961001	962001	0
chr27	974001	975001	0
chr27	975001	976001	0
chr27	977001	978001	0
chr27	979001	980001	0
chr27	980001	981001	0
chr27	981001	982001	0
chr27	982001	983001	0
chr27	986001	987001	0
chr27	987001	988001	0
chr27	988001	989001	0
chr27	994001	995001	0
chr27	997001	998001	0
chr27	998001	999001	0
chr27	1003001	1004001	0
chr27	1008001	1009001	0
chr27	1023001	1024001	0
chr27	1026001	1027001	0
chr27	1031001	1032001	0
chr27	1033001	1034001	0
chr28	9001	10001	0
chr28	11001	12001	0
chr28	13001	14001	0
chr28	14001	15001	0
chr28	16001	17001	0
chr28	18001	19001	0
chr28	19001	20001	0
chr28	20001	21001	0
chr28	21001	22001	0
chr28	22001	23001	0
chr28	25001	26001	0
chr28	33001	34001	0
chr28	34001	35001	0
chr28	36001	37001	0
chr28	37001	38001	0
chr28	39001	40001	0
chr28	41001	42001	0
chr28	42001	43001	0
chr28	43001	44001	0
chr28	49001	50001	0
chr28	50001	51001	0
chr28	58001	59001	0
chr28	61001	62001	0
chr28	65001	66001	0
chr28	69001	70001	0
chr28	71001	72001	0
chr28	73001	74001	0
chr28	76001	77001	0
chr28	81001	82001	0
chr28	85001	86001	0
chr28	90001	91001	0
chr28	93001	94001	0
chr28	95001	96001	0
chr28	97001	98001	0
chr28	98001	99001	0
chr28	99001	100001	0
chr28	101001	102001	0
chr28	102001	103001	0
chr28	104001	105001	0
chr28	107001	108001	0
chr28	109001	110001	0
chr28	110001	111001	0
chr28	111001	112001	0
chr28	115001	116001	0
chr28	117001	118001	0
chr28	118001	119001	0
chr28	131001	132001	0
chr28	140001	141001	0
chr28	142001	143001	0
chr28	143001	144001	0
chr28	181001	182001	0
chr28	185001	186001	0
chr28	192001	193001	0
chr28	195001	196001	0
chr28	198001	199001	0
chr28	200001	201001	0
chr28	211001	212001	0
chr28	212001	213001	0
chr28	218001	219001	0
chr28	219001	220001	0
chr28	220001	221001	0
chr28	221001	222001	0
chr28	222001	223001	0
chr28	226001	227001	0
chr28	227001	228001	0
chr28	238001	239001	0
chr28	242001	243001	0
chr28	247001	248001	0
chr28	249001	250001	0
chr28	253001	254001	0
chr28	257001	258001	0
chr28	260001	261001	0
chr28	275001	276001	0
chr28	286001	287001	0
chr28	290001	291001	0
chr28	295001	296001	0
chr28	299001	300001	0
chr28	302001	303001	0
chr28	303001	304001	0
chr28	307001	308001	0
chr28	308001	309001	0
chr28	314001	315001	0
chr28	318001	319001	0
chr28	326001	327001	0
chr28	330001	331001	0
chr28	335001	336001	0
chr28	336001	337001	0
chr28	350001	351001	0
chr28	355001	356001	0
chr28	359001	360001	0
chr28	361001	362001	0
chr28	364001	365001	0
chr28	371001	372001	0
chr28	375001	376001	0
chr28	398001	399001	0
chr28	405001	406001	0
chr28	412001	413001	0
chr28	428001	429001	0
chr28	432001	433001	0
chr28	433001	434001	0
chr28	450001	451001	0
chr28	452001	453001	0
chr28	454001	455001	0
chr28	464001	465001	0
chr28	465001	466001	0
chr28	469001	470001	0
chr28	475001	476001	0
chr28	476001	477001	0
chr28	478001	479001	0
chr28	479001	480001	0
chr28	481001	482001	0
chr28	491001	492001	0
chr28	505001	506001	0
chr28	521001	522001	0
chr28	522001	523001	0
chr28	535001	536001	0
chr28	541001	542001	0
chr28	542001	543001	0
chr28	543001	544001	0
chr28	548001	549001	0
chr28	554001	555001	0
chr28	557001	558001	0
chr28	562001	563001	0
chr28	567001	568001	0
chr28	577001	578001	0
chr28	582001	583001	0
chr28	586001	587001	0
chr28	588001	589001	0
chr28	595001	596001	0
chr28	610001	611001	0
chr28	613001	614001	0
chr28	621001	622001	0
chr28	622001	623001	0
chr28	623001	624001	0
chr28	646001	647001	0
chr28	652001	653001	0
chr28	671001	672001	0
chr28	673001	674001	0
chr28	685001	686001	0
chr28	693001	694001	0
chr28	700001	701001	0
chr28	702001	703001	0
chr28	703001	704001	0
chr28	707001	708001	0
chr28	708001	709001	0
chr28	713001	714001	0
chr28	718001	719001	0
chr28	725001	726001	0
chr28	726001	727001	0
chr28	739001	740001	0
chr28	760001	761001	0
chr28	762001	763001	0
chr28	791001	792001	0
chr28	807001	808001	0
chr28	818001	819001	0
chr28	823001	824001	0
chr28	826001	827001	0
chr28	827001	828001	0
chr28	830001	831001	0
chr28	831001	832001	0
chr28	837001	838001	0
chr28	840001	841001	0
chr28	847001	848001	0
chr28	848001	849001	0
chr28	859001	860001	0
